sample_index,publication_id,reference_id,reference_order,target_publication_id,reference_year,reference_journal_code,reference_authors,source_doi,hidden_doi,trdizin_status,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_issn,target_eissn,target_doc_type,request_error,context
3902,1382105,26529072,4,12436,2000,112,İlyas AKDEMİR; Murat YÜCE; Hanife ERKAL; Nuran AKDEMİR; Handan MISIRLI; Sinan DAĞDELEN; Şükrü ÇELİK; Murat AKÇAY,,,strong_trdizin_id,,no_doi,,Romatizmalmitral darlığı olan hastalarda sessiz beyin infarktı sıklığı,2000,Türk Kardiyoloji Derneği Arşivi,112,1016-5169,1308-4488,PAPER,,"4. Akdemir İ, Dağdelen S, Çelik Ş, et al. Romatizmal mitral darlığı olan hastalarda sessiz beyin infarktı sıklığı. Türk Kardiyol Dern Arş. 2000; 28: 673-77."
3935,1221730,19627579,13,237252,2016,1036,Yüksel ALPER; Fikret PAZIR,,,strong_trdizin_id,,no_doi,,KeçiboynuzuMeyvesi (Ceratonia siliqua L.) ve Sağlık,2016,Akademik Gıda,1036,1304-7582,2148-015X,PAPER,,"13. Pazır F, Alper Y. Keçiboynuzu Meyvesi Ceratonia siliqua L. ve Sağlık. Akademik Gıda. 2016;14(3):302–6."
3945,1182025,17131459,6,105367,2010,612,Pınar BİLGİN,,,strong_trdizin_id,,no_doi,,Güvenlikçalışmalarında yeni açılımlar: Yeni güvenlik çalışmaları,2010,SAREM Stratejik Arastirmalar Dergisi,612,1303-698X,,PAPER,,"BİLGİN, Pınar, “Güvenlik Çalışmalarında Yeni Açılımlar: Yeni Güvenlik Çalışmaları”, Stratejik Araştırmalar, Vol. 8, No. 14, January 2010, pp. 69-96."
3948,1179752,16876458,11,250200,2016,405,İbrahim HÜSEYNİ; Erol ÇAKMAK,,,strong_trdizin_id,,no_doi,,TÜRKİYEDE İHRACAT VE EKONOMİK BÜYÜME İLİŞKİSİ: EŞ- BÜTÜNLEŞME VE NEDENSELLİK ANALİZİ,2016,Atatürk Üniversitesi İktisadi ve İdari Bilimler Dergisi,405,1300-4646,2147-7582,PAPER,,"Hüseyni, İ., Çakmak E., (2016). Türkiye'de ihracat ve ekonomik büyüme ilişkisi: eş-bütünleşme ve nedensellik analizi. Atatürk Üniversitesi İktisadi ve İdari Bilimler Dergisi 30(4): 831- 844."
3967,1267428,20801558,67,195396,2015,580,Serpil YORGANCI,,,strong_trdizin_id,,no_doi,,WebTabanlı Uzaktan Eğitim Yönteminin Öğrencilerin Matematik Başarılarına Etkileri,2015,Kastamonu Üniversitesi Kastamonu Eğitim Dergisi,580,1300-8811,,PAPER,,"Yorgancı, S. (2015). Web Tabanlı Uzaktan Eğitim Yönteminin Öğrencilerin Matematik Başarılarına Etkileri. Kastamonu Eğitim Dergisi, 23(3), 1401-1420."
4069,1365571,25264874,22,166880,2014,527,Cem Okan TUNCEL,,,strong_trdizin_id,,no_doi,,Ortagelir tuzağı ve inovasyon politikaları: Doğu Asya deneyimi ve Türkiye için dersler,2014,Maliye Dergisi,527,1300-3623,2645-8780,PAPER,,"Tuncel, C. O. (2014). Orta gelir tuzağı ve inovasyon politikaları: Doğu Asya deneyimi ve Türkiye için dersler. Maliye Dergisi, 167, 40–70. https://ms.hmb.gov.tr/uploads/2019/09/167-03.pdf"
4134,1270122,20934474,13,975,2004,274,Mustafa KURT; Diyar AKAY; Metin DAĞDEVİREN,,,strong_trdizin_id,,no_doi,,İşdeğerlendirme sürecinde analitik hiyerarji prosesi ve uygulaması,2004,Gazi Üniversitesi Mühendislik Mimarlık Fakültesi Dergisi,274,1300-1884,1304-4915,PAPER,,"Dağdeviren, M., Akay, D., Kurt, M., 2004. İş değerlendirme sürecinde analitik hiyerarşi prosesi ve uygulaması. Gazi Üniversitesi Mühendislik Mimarlık Fakültesi Dergisi, 19(2): 131-138."
4191,1296774,22212919,3,357873,2007,626,Mustafa ALP,,,strong_trdizin_id,,no_doi,,İŞSÖZLEŞMESİNİN DEVRİNDE BAZI SORUNLAR,2007,Dokuz Eylül Üniversitesi Hukuk Fakültesi Dergisi,626,1303-6963,2587-1870,PAPER,,"● Alp, Mustafa: “İş Sözleşmesinin Devrinde Bazı Sorunlar”, Dokuz Eylül Üniversitesi Hukuk Fakültesi Dergisi, C.9, Özel Sayı, 2007 (s.189-209)"
4192,1363735,25179909,26,1266696,2023,138,Çiğdem MERMUTOĞLU; Elif Zelal ÇİFTÇİ; Nida ÖZCAN; Saim DAYAN,,,strong_doi_crossref,10.5505/vtd.2023.78972,ok,10.5505/vtd.2023.78972,KlinikÖrneklerden İzole Edilen Karbapenem Dirençli Klebsiella pneumoniae ve Escherichia coli Suşlarında Antibiyotik Duyarlılıklarının Araştırılması: Kapsamlı Bir Sağlık Kuruluşunda Dört Yıllık Analiz,2023,Van Tıp Dergisi,138,1300-2694,2587-0351,PAPER,,"26. Mermutluoğlu Ç, Çiftçi EZ, Özcan N, et al. Klinik örneklerden izole edilen karbapenem dirençli Klebsiella pneumoniae ve Escherichia coli suşlarında antibiyotik duyarlılıklarının araştırılması: Kapsamlı bir sağlık kuruluşunda dört yıllık analiz. Van Tıp Derg. 2023;30(4):374-81."
4201,1274170,21134465,51,2519,2002,394,Zeynep ERDEN; Behlül ÜSDİKEN,,,strong_trdizin_id,,no_doi,,1990lı Yıllarda Türkiye'de Yönetim Alanı: Disiplinin Yapısı ve Yaklaşımlar,2002,Yönetim Araştırmaları Dergisi,394,1303-4979,,PAPER,,"Üsdiken, B., & Erden, Z. (2002). 1990’lı yıllarda Türkiye’de yönetim alanı: Disiplinin yapısı ve yaklaşımlar. Yönetim Araştırmaları Dergisi, 2(1), 91-113."
4220,1375950,25646798,17,167162,2013,378,Pınar ÇAĞ; İbrahim YILDIRIM,,,strong_trdizin_id,,no_doi,,Evlilikdoyumunu yordayan ilişkisel ve kişisel değişkenler,2013,Türk Psikolojik Danışma ve Rehberlik Dergisi,378,1302-1370,,PAPER,,"Çağ, P. & Yıldırım, İ. (2013). Evlilik doyumunu yordayan ilişkisel ve kişisel değişkenler. Turkish Psychological Counseling and Guidance Journal, 4(39), 13-23."
4295,1202619,18247993,9,198353,2015,498,Nurten ELKİN,,,strong_trdizin_id,,no_doi,,GebelerinPrenatal Bağlanma Düzeyleri ve Bunları Etkileyen Faktörler,2015,STED/Sürekli Tıp Eğitimi Dergisi,498,1300-0853,2148-5348,PAPER,,"Elkin N. (2015). Gebelerin prenatal bağlanma düzeyleri ve bunları etkileyen faktörler. Sürekli Tıp Eğitimi Dergisi, 24 (6), 230-237."
4310,1269173,20997031,18,112321,2010,524,Mehmet Ali KARAKU Ş; ELA KATI SUNAY; Ramazan SELVER,,,strong_trdizin_id,,no_doi,,Akışkanınyüzey gerilim hareketlerinin dikdörtgenler prizması içerisinde incelenmesi,2010,Makine Teknolojileri Elektronik Dergisi (elektronik),524,1304-4141,1304-4141,PAPER,,"Selver, R., Katı, E., Karakuş, M.A., 2010. Akışkanın yüzey gerilim hareketlerinin dikdörtgenler prizması içersinde incelenmesi. Makine Teknolojileri Elektronik Dergisi, 7, 1, 83-96."
4408,1177000,16736278,96,257540,2016,803,Reşit AKIN; Sultan Basmacı KANDEMİR; Hasan KANDEMİR; Hülya KARATAŞ,,,strong_trdizin_id,,no_doi,,LiseÖğrencilerinde Riskli Madde Kullanımının İncelenmesi,2016,Harran Üniversitesi Tıp Fakültesi Dergisi,803,1304-9623,1309-4025,PAPER,,"Karataş H, Kandemir H, Kandemir SB, Reşit A. Lise öğrencilerinde riskli madde kullanımının incelenmesi. Harran Üniversitesi Tıp Fakültesi Dergisi 2015; 13(1): 23-31."
4471,1227711,19438946,19,1118676,2021,2102,Unal Yilmaz; Ali KIRCAY,,,strong_doi_crossref,10.30855/gmbd.2021.03.12,ok,10.30855/gmbd.2021.03.12,"ElektrikliAraçlarda Batarya Şarj Ünitesi için LLC Rezonans Dönüştürücünün Kurulumu, Modellemesi ve Analizi",2021,Gazi Mühendislik Bilimleri Dergisi,2102,2149-4916,2149-9373,PAPER,,"[19] Yılmaz Ü. and Kırçay A., “Installation, modeling and analysis of LLC resonance converter for battery charger in electric vehicle”, Gazi Journal of Engineering Sciences, 7(3): 298-308, (2021).http://www.solec.org/wp- content/uploads/2014/02/SOLKOTEbrochure.pdf"
4479,1312094,22865316,55,1192050,2021,1445,Hasan GÜL; Fatma YILDIRIM,,,strong_trdizin_id,,no_doi,,ToplumsalCinsiyete Duygusal Bakış,2021,Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi,1445,1309-9132,2147-7833,PAPER,,"Yıldırım, F., & Gül, H. (2021). Toplumsal cinsiyete duygusal bakış. KMÜ Sosyal ve Ekonomik Araştırmalar Dergisi, 23(41), 578–590."
4517,1223268,19315940,20,129723,2011,710,Meral KILIÇ; Özlem KARABULUTLU,,,strong_trdizin_id,,no_doi,,Üniversiteöğrencilerinin cinsel sağlık ve üreme sağlığı hakkındaki bilgi düzeylerinin belirlenmesi,2011,Anadolu Hemşirelik ve Sağlık Bilimleri Dergisi,710,1309-5471,2687-2498,PAPER,,"Karabulutlu, Ö., & Kılıç, M. (2011). Üniversite öğrencilerinin cinsel sağlık ve üreme sağlığı hakkındaki bilgi düzeylerinin belirlenmesi. Anadolu Hemşirelik ve Sağlık Bilimleri Dergisi, 14(2), 39-45."
4559,1209450,18364307,15,118332,2010,664,Fatma BÖLÜKBAŞ; Funda KESKİN,,,strong_trdizin_id,,no_doi,,YabancıDil olarak Türkçe öğretiminde metinlerin kültür aktarımındaki işlevi,2010,Turkish Studies (Elektronik),664,,1308-2140,PAPER,,"Bölükbaş, F. & Keskin, F. (2010). Yabancı dil olarak Türkçe öğretiminde metinlerin kültür aktarımındaki işlevi. Turkish Studies-International Periodical For The Languages, Literature and History of Turkish or Turkic, 5/4, 221-235."
4747,1283960,21641580,61,227389,2013,648,Edip ÖRÜCÜ; SİBEL ÖZAFŞARLIOĞLU SAKALLI,,,strong_trdizin_id,,no_doi,,ÖRGÜTSELADALETİN ÇALIŞANLARIN İŞTEN AYRILMA NİYETİNE ETKİSİ: GÜNEY AFRİKA CUMHURİYETİNDE BİR UYGULAMA,2013,Mustafa Kemal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,648,1304-429X,,PAPER,,"Örücü, E., & Özafşarlıoğlu, S. (2013). Örgütsel adaletin çalışanların işten ayrılma niyetine etkisi: Güney Afrika Cumhuriyetinde bir uygulama. Mustafa Kemal University Journal of Social Sciences Institute, 10(23), 335–358."
4864,1197604,17765420,17,83176,2006,521,Mehmet DİKKAYA,,,strong_trdizin_id,,no_doi,,Küreselleşmeve Bilgi Toplumu: Eğitimin Küreselleşmesi ve Neo-Liberal Politikaların Etkileri,2006,Uluslararası İlişkiler,521,1304-7310,,PAPER,,"Dikkaya, M. & Özyakışır, D. (2006). Küreselleşme ve bilgi toplumu: Eğitimin küreselleşmesi ve neo-liberal politikaların etkileri. Uluslararası İlişkiler Dergisi, 3(9), 151-172. https://dergipark.org.tr/tr/download/article-file/539696 adresinden erişilmiştir."
4871,1273345,21149311,11,147437,2013,687,Mustafa VAR; Banu BEKÇİ; Gaye TAŞKAN,,,strong_trdizin_id,,no_doi,,"Bitkilendirmetasarım kriterleri bağlamında doğal türlerin kentsel boşluk alanlarında değerlendirilmesi: Bartın, Türkiye",2013,Artvin Çoruh Üniversitesi Orman Fakültesi Dergisi,687,2146-1880,2146-698X,PAPER,,"Bekci, B., Var, M., Taşkan, G., 2013. Bitkilendirme tasarım kriterleri bağlamında doğal türlerin kentsel boşluk alanlarında değerlendirilmesi: Bartın, Türkiye. Artvin Çoruh Üniversitesi, Orman Fakültesi Dergisi 14(1): 113–125."
4958,1366162,25288703,31,1232525,2024,300,Ümmü TUNÇ; Esra ATALAR; Musa Sezer GARGI; Zeliha ERGÜL AYDIN,,,strong_trdizin_id,,no_doi,,"Classificationof Fake, Bot, and Real Accounts on Instagram Using Machine Learning",2024,Politeknik Dergisi,300,1302-0900,2147-9429,PAPER,,"[31] Tunç, Ü., Atalar, E., Gargı, M. S., Ergül Aydın, Z. ""Classification of Fake, Bot, and Real Accounts on Instagram Using Machine Learning."" Politeknik Dergisi, 27(2), 479-488, (2024)."
4972,1280805,21465161,98,301127,2018,689,Filiz BULUT; Setenay S. YALINBAŞ; M. Murat CİVANER,,,strong_trdizin_id,,no_doi,,SAĞLIKTAŞİDDET TIP ÖĞRENCİLERİNİN MESLEĞE VE HASTALARA BAKIŞINI NASIL ETKİLİYOR? BİR FAKÜLTE ÖRNEĞİ,2018,Toplum ve Hekim,689,1300-4387,2757-5004,PAPER,,"Yalınbaş S. S, Bulut F, Civaner M. M, (2018). Sağlıkta şiddet tıp öğrencilerinin mesleğe ve hastalara bakışını nasıl etkiliyor? “Bir fakülte örneği”. Toplum ve Hekim, 33(2): 148-160."
5041,1316912,23202160,11,152648,2012,767,Nebahat Oran ARSLAN; Fadimana FİDAN,,,strong_trdizin_id,,no_doi,,BalkanSavaşları sonrasında Yunanistan’da kalan Türk esirler meselesi,2012,Türk Dünyası İncelemeleri Dergisi,767,1301-2045,2667-6729,PAPER,,"ARSLAN Nebahat Oran ve Fadimana Fidan, “Balkan Savaşları Sonrasında Yunanistan’da Kalan Türk Esirler Meselesi”, Türk Dünyası İncelemeleri Dergisi, XII/2, 2012, ss. 249-264."
5055,1272979,21394573,22,214831,2016,858,Mustafa ÇELİK; Mehmet Ali GÜNDOĞDU; Aydın AKIN; Alper DARDENİZ; Kemal Abdurrahim KAHRAMAN; Aysun GÖKDEMİR; Fadime ATEŞ,,,strong_trdizin_id,,no_doi,,BazıSofralık Üzüm Çeşitlerinin 5BB Amerikan Asma Anacı Üzerindeki Vejetatif Gelişim Performanslarının Belirlenmesi,2016,ÇOMÜ Ziraat Fakültesi Dergisi,858,2147-8384,2564-6826,PAPER,,"Dardeniz, A., Gündoğdu, M.A., Akın, A., Ateş, F., Çelik, M., Gökdemir, A. ve Kahraman, K.A. 2016. Bazı Sofralık Üzüm Çeşitlerinin 5BB Amerikan Asma Anacı Üzerindeki Vejetatif Gelişim Performanslarının Belirlenmesi. ÇOMÜ Ziraat Fakültesi Dergisi, 4(1): 69-75."
5056,1272979,21394574,23,57026,2005,164,Alper DARDENİZ; Ali Osman ŞAHİN,,,strong_trdizin_id,,no_doi,,Aşılıasma fidanı üretiminde farklı çeşit ve anaç kombinasyonlarının vejetatif gelişme ve fidan randımanı üzerine etkileri,2005,Bahçe,164,1300-8943,2791-6375,PAPER,,"Dardeniz, A. ve Şahin, A.O. 2005. Aşılı Asma Fidanı Üretiminde Farklı Çeşit ve Anaç Kombinasyonlarının Vejetatif Gelişme ve Fidan Randımanı Üzerine Etkileri. Bahçe, 34(2): 1-9."
5067,1284369,21664185,6,15982,2001,116,Haluk ARKAR; Hülya YALDIZ; Doğan EKER,,,strong_trdizin_id,,no_doi,,"ÇokBoyutlu Algılanan Sosyal Destek Ölçeği'nin gözden geçirilmiş formunun faktör yapısı, geçerlik ve güvenirliği",2001,Türk Psikiyatri Dergisi,116,1300-2163,2651-3463,PAPER,,"Eker, D., Arkar, H. & Yaldız, H. (2001). Çok boyutlu algılanan sosyal destek ölçeğinin gözden geçirilmiş formunun faktör yapısı, geçerlik ve güvenirliği. Türk Psikiyatri Dergisi, 12(1), 17-25."
5072,1233280,19417280,4,233771,2014,1230,İbrahim YILDIRIM; ÖZLEM HASKAN AVCI,,,strong_trdizin_id,,no_doi,,"ErgenlerdeŞiddet Eğilimi, Yalnızlık ve Sosyal Destek",2014,Hacettepe Üniversitesi Eğitim Fakültesi Dergisi,1230,1300-5340,2536-4758,PAPER,,"Avcı, Ö., & Yıldırım, İ. (2014). Ergenlerde şiddet eğilimi, yalnızlık ve sosyal destek,  Hacettepe Üniversitesi Eğitim Fakültesi Dergisi, 29(1), 157-168."
5074,1282954,21580987,9,397131,2020,1121,Suzan ÇOBAN; Malik DÜNDAR,,,strong_trdizin_id,,no_doi,,ÜrünYerleştirme Çabalarında Tüketici Algılarının Satın Alma Niyeti ve Marka İmajı Üzerine Etkileri: Konya İli Örneği,2020,Gümüşhane Üniversitesi Sosyal Bilimler Dergisi,1121,,1309-7423,PAPER,,"Dundar, M., & Coban, S. (2020). Ürün Yerleştirme Çabalarında Tüketici Algılarının Satın Alma Niyeti ve Marka İmajı Üzerine Etkileri: Konya İli Örneği. Gümüşhane Üniversitesi Sosyal Bilimler Dergisi, 11(3), 792-804."
5095,1298611,23594526,50,66343,2007,425,Turgay YAZAR,,,strong_trdizin_id,,no_doi,,OrtaçağAnadolu Türk Mimarı Bezemesinde Vakvak Üslubu,2007,Bilig / Türk Dünyası Sosyal Bilimler Dergisi,425,1301-0549,2822-6348,PAPER,,"Yazar, T. (2007). Orta Çağ Anadolu Türk mimari bezemesinde vakvak üslubu. Bilig Dergisi, 42, 1-33."
